id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Price,Retail,LogPrice,LogRetail
7384,0.91,AGSL,SI1,M,Very good,64.9,FALSE,6.04x6.08x3.93,Very good,Russia,Emerald,Very good,NA,2,2700,4430,7.90100705199242,8.39615486303918
7385,0.91,AGSL,VS2,H,Very good,61.9,FALSE,6.19x6.29x3.86,Excellent,Australia,Oval ,Good,58,3,4990,10100,8.51519118874556,9.22029070282935
7386,0.91,AGSL,SI2,E,Excellent,NA,FALSE,6.19x6.22x3.85,Excellent,DR Congo,Princess,Excellent,58,2,6215,7545,8.73472100394481,8.92864037120195
7387,0.91,AGSL,SI1,G,Excellent,62,FALSE,6.19x6.23x3.85,Excellent,Russia,Asscher,Excellent,58,1,5735,9415,8.65434302956347,9.15005944109125
7388,0.91,NA,SI2,G,Excellent,62.2,FALSE,6.19x6.22x3.86,Excellent,Other/Unknown,Round,Excellent,58,2,4230,7825,8.34995727204032,8.96507901540835
7389,0.91,AGSL,SI2,E,Excellent,NA,FALSE,6.32x6.35x3.78,Excellent,Botswana,Round,Excellent,59,2,6350,8940,8.75621009188674,9.09829086816756
7390,0.91,AGSL,SI1,D,Very good,NA,FALSE,6.2x6.25x3.81,Very good,Russia,Asscher,Very good,59,2,7760,12745,8.95673761317726,9.45289431681022
7391,0.91,AGSL,SI1,D,Excellent,61.2,FALSE,6.21x6.24x3.81,Excellent,Angola,Round,Excellent,59,3,6945,11400,8.84577725518844,9.34136863438259
7392,0.91,AGSL,SI1,E,Excellent,61.3,TRUE,6.19x6.23x3.81,Very good,DR Congo,Radiant,Excellent,59,2,6070,860,8.71111388405354,6.75693238924755
7393,0.91,AGSL,SI2,F,Very good,NA,FALSE,6.1x6.12x3.86,Excellent,DR Congo,Round,Excellent,59,2,5835,9390,8.67162954472066,9.14740057220231
7394,0.91,AGSL,SI1,L,Good,65.2,FALSE,6x6.02x3.92,Very good,Russia,Emerald,Excellent,NA,1,3185,5225,8.06620756800626,8.56121007683301
7395,0.91,AGSL,SI2,G,Very good,60.6,FALSE,6.2x6.24x3.77,Excellent,Russia,Round,Excellent,60,1,5260,8635,8.56788630573176,9.06357899058078
7396,0.91,AGSL,SI1,H,Excellent,60.9,FALSE,6.22x6.25x3.8,Excellent,Russia,Oval,Excellent,60,2,5455,8875,8.60428789826717,9.09099361434362
7397,0.9,AGSL,SI2,H,Excellent,61.9,FALSE,6.17x6.2x3.83,Excellent,Botswana,Round,Excellent,57,3,5270,7125,8.56978564153541,8.87136500513685
7398,0.9,AGSL,VS2,G,Excellent,62.1,FALSE,6.16x6.2x3.84,Excellent,Botswana,Round,Excellent,57,1,6280,8125,8.74512525946224,9.00270100719794
7399,0.9,AGSL,VS2,L,Excellent,NA,FALSE,6.16x6.18x3.84,Excellent,Botswana,Round,Excellent,57,1,3435,5585,8.14177220465645,8.6278397115033
7400,0.9,NA,SI1,H,Very good,NA,FALSE,6.14x6.17x3.83,Excellent,DR Congo,Round,Excellent,NA,3,4810,6010,8.47845236309981,8.70118002752925
7401,0.9,NA,SI1,K,Excellent,NA,FALSE,6.15x6.18x3.84,Excellent,Russia,Round,Excellent,57,2,3220,3875,8.07713663853845,8.26230094178745
7402,0.9,AGSL,SI2,E,Very good,62.4,FALSE,6.16x6.18x3.85,Very good,Russia,Oval,Excellent,57,2,6010,7040,8.70118002752925,8.85936344915209
7403,0.9,AGSL,SI2,F,Excellent,62.4,FALSE,6.15x6.21x3.85,Excellent,Canada,Round,Excellent,57,2,6085,9985,8.71358200542163,9.20883924584992
7404,0.9,GemEx,SI1,D,Very good,62.5,FALSE,6.12x6.17x3.84,Very good,Russia,Round,Very good,57,4,7585,10215,8.93392789178263,9.23161250725172
7405,0.9,AGSL,SI1,D,Excellent,62.5,FALSE,6.16x6.2x3.86,Excellent,Other/Unknown,Round,Excellent,57,4,8330,11145,9.02761873516089,9.31874624581997
7406,0.9,AGSL,SI2,D,Excellent,62.7,FALSE,6.13x6.17x3.86,Excellent,Australia,Round,Excellent,57,2,6615,10865,8.79709507654906,9.29330189269053
7407,0.9,AGSL,SI2,E,Excellent,62.7,FALSE,6.14x6.16x3.85,Excellent,Russia,Round,Excellent,57,2,6550,9905,8.7872203286293,9.20079495913265
7408,0.9,AGSL,SI2,H,Excellent,NA,FALSE,6.09x6.14x3.85,Excellent,South Africa,Asscher,Excellent,57,1,4990,8160,8.51519118874556,9.00699944795815
7409,0.8,AGSL,SI1,D,Excellent,60.7,FALSE,5.97x6x3.64,Excellent,Zimbabwe,Round,Excellent,58,3,5200,8270,8.55641390456952,9.02038978801774
7410,0.8,AGSL,SI1,D,Excellent,61.9,FALSE,5.94x5.96x3.68,Excellent,Canada,Round,Very good,58,3,5465,8975,8.60611940061064,9.10219821335648
7411,0.8,AGSL,SI2,G,Excellent,62.3,FALSE,5.9x5.93x3.69,Excellent,Russia,Round,Excellent,58,2,3665,6020,8.20658361432075,8.70284253830287
7412,0.8,AGSL,VVS1,I,Excellent,62.3,FALSE,5.89x5.94x3.69,Excellent,Russia,Round,Excellent,58,3,4150,3435,8.33086361322474,8.14177220465645
7413,0.8,AGSL,VS1,D,Very good,62.4,FALSE,5.89x5.98x3.71,Excellent,Australia,Radiant,Very good,58,4,7390,9700,8.90788301394225,9.17988116449147
7414,0.8,AGSL,VS1,I,Very good,62.7,FALSE,5.87x5.89x3.68,Excellent,Angola,Round,Excellent,58,1,3765,6180,8.23350314023399,8.72907355045174
7415,0.8,AGSL,SI1,D,Excellent,60.1,FALSE,6.02x6.04x3.62,Excellent,Other/Unknown,Round,Excellent,59,1,5520,9065,8.61613313927114,9.11217612318895
7416,0.8,AGSL,SI1,F,Excellent,60.3,FALSE,6.01x6.03x3.63,Very good,Russia,Pear,Excellent,NA,1,5030,8260,8.52317526309379,9.01917986651502
7417,0.8,NA,VS1,D,Excellent,61,FALSE,5.97x5.99x3.65,Excellent,Russia,Asscher,Very good,59,1,5085,7090,8.53405030848266,8.86644061952617
7418,0.8,AGSL,SI1,D,Excellent,61.1,FALSE,5.94x5.96x3.63,Very good,Australia,Radiant,Very good,59,1,4985,8185,8.51418868239594,9.01005848980524
7419,0.8,NA,SI2,F,Very good,61.2,FALSE,5.92x5.95x3.63,Very good,DR Congo,Round,Very good,59,2,3870,4845,8.26100978602383,8.48570252432487
7420,0.8,GemEx,SI1,D,Excellent,61.6,FALSE,5.92x5.97x3.66,Excellent,Botswana,Princess,Excellent,NA,2,5090,5225,8.53503310954457,8.56121007683301
7421,0.8,AGSL,SI2,F,Very good,61.6,FALSE,5.93x5.96x3.66,Very good,DR Congo,Princess,Very good,NA,2,4055,6205,8.30770596654951,8.73311069763871
7422,0.8,AGSL,VS2,E,Very good,62.6,FALSE,5.89x5.93x3.7,Very good,South Africa,Emerald,Very good,56,1,5905,8475,8.68355472863146,9.04487593224865
7423,0.8,GemEx,SI2,D,Excellent,61.9,FALSE,5.94x5.96x3.68,Excellent,Russia,Round,Excellent,57,1,4335,7115,8.37447688921464,8.86996051052395
7424,0.8,AGSL,VS2,E,Very good,61.9,FALSE,5.92x5.94x3.67,Very good,Botswana,Round,Very good,57,2,5845,8630,8.67334187390617,9.06299978407747
7425,0.8,AGSL,SI1,F,Excellent,62,FALSE,5.92x5.96x3.69,Very good,Russia,Emerald,Very good,57,2,4685,6485,8.45212119467252,8.77724709675054
7426,0.8,NA,VS1,D,Very good,62.4,FALSE,5.89x5.92x3.69,Very good,Australia,Round,Very good,NA,2,6530,10340,8.78416222227048,9.24377514806242
7427,0.8,AGSL,SI1,E,Excellent,62.5,FALSE,5.89x5.93x3.7,Excellent,Russia,Princess,Excellent,57,2,4990,8195,8.51519118874556,9.01127949117793
7428,0.8,AGSL,VS2,D,Very good,62.8,FALSE,5.88x5.91x3.7,Excellent,Russia,Round,Excellent,57,4,7580,10410,8.93326847863642,9.25052216160901
7429,0.8,AGSL,VS2,E,Very good,63,FALSE,5.87x5.91x3.71,Very good,Other/Unknown,Round,Very good,57,3,5615,9220,8.63319686717254,9.12913031655064
7430,0.8,AGSL,VS2,E,Very good,63.2,FALSE,5.89x5.92x3.73,Excellent,Australia,Oval ,Very good,57,4,5730,9315,8.65347080970879,9.13938128303569
7431,0.8,AGSL,SI1,E,Very good,63.3,FALSE,5.87x5.9x3.73,Very good,Russia,Round,Very good,57,3,4990,7950,8.51519118874556,8.98092720764838
7432,0.8,AGSL,VVS1,I,Very good,60,FALSE,6.02x6.07x3.63,Excellent,Other/Unknown,Round,Very good,58,1,4810,7900,8.47845236309981,8.97461803845511
7433,0.8,AGSL,VS2,D,Excellent,NA,FALSE,6.02x6.04x3.63,Very good,Botswana,Pear,Very good,58,2,6220,8895,8.73552518573323,9.09324460009994
7434,0.8,AGSL,SI1,D,Excellent,61.9,FALSE,5.91x5.95x3.67,Excellent,South Africa,Pear,Excellent,59,2,5040,7660,8.52516136106541,8.94376726273464
7435,0.8,AGSL,SI2,D,Very good,61.9,TRUE,5.9x5.93x3.65,Excellent,DR Congo,Round,Excellent,59,2,4515,865,8.41516046585109,6.76272950693188
7436,0.8,AGSL,VS2,D,Very good,NA,FALSE,5.87x5.9x3.69,Very good,South Africa,Round,Excellent,59,1,6155,5665,8.72502003861855,8.64206217346211
7437,0.8,AGSL,SI2,J,Very good,62.8,FALSE,5.88x5.9x3.7,Excellent,Angola,Emerald,Excellent,59,2,2465,4050,7.80994708647679,8.30647216010058
7438,0.8,AGSL,I1,P, ,NA,FALSE,5.87x5.9x3.74,Excellent,Canada,Pear,Excellent,59,2,3000,4320,8.00636756765025,8.37101068123816
7439,0.8,GemEx,SI1,F,Very good,NA,FALSE,6.03x6.04x3.6,Excellent,Russia,Round,Excellent,60,1,4440,7285,8.39840965542627,8.89357271862931
7440,0.8,AGSL,SI1,E,Excellent,59.8,FALSE,6.02x6.03x3.61,Very good,Botswana,Princess,Excellent,NA,1,4890,7965,8.49494758246892,8.98281222234415
7441,0.8,AGSL,SI2,E,Excellent,61,FALSE,5.98x6x3.65,Very good,Botswana,Round,Excellent,NA,1,4175,6635,8.33686963728496,8.80011394676631
7442,0.8,AGSL,VS1,G,Excellent,NA,FALSE,5.97x5.98x3.65,Very good,South Africa,Round,Excellent,60,1,4940,7670,8.50512061018197,8.9450718943613
7443,0.8,NA,VS1,F,Very good,61.1,TRUE,5.92x5.95x3.63,Very good,DR Congo,Oval,Excellent,NA,2,5110,775,8.53895468319775,6.65286302935335
7444,0.8,AGSL,SI2,D,Excellent,61.3,FALSE,5.92x5.96x3.64,Very good,Botswana,Round,Excellent,60,2,4380,6685,8.38480400337049,8.80762148953604
7445,0.73,AGSL,SI1,E,Excellent,62,FALSE,5.74x5.77x3.57,Excellent,Russia,Round,Excellent,57,3,3850,6320,8.25582842728183,8.7514744871409
7446,0.73,AGSL,SI2,D,Excellent,62.9,FALSE,5.7x5.74x3.6,Excellent,Russia,Uncut,Excellent,57,1,1795,1795,7.49276030092238,7.49276030092238
7447,0.73,AGSL,SI2,F,Excellent,62,FALSE,5.73x5.77x3.56,Very good,Russia,Round,Very good,58,1,3435,5635,8.14177220465645,8.63675242647388
7448,0.73,AGSL,SI2,G,Excellent,62,FALSE,5.77x5.79x3.58,Very good,Russia,Round,Excellent,58,2,2995,4915,8.00469951054955,8.50004703258127
7449,0.73,AGSL,VS2,F,Excellent,62.1,FALSE,5.73x5.77x3.57,Excellent,Botswana,Round,Excellent,58,3,4060,6295,8.30893825259578,8.74751094647845
7450,0.73,AGSL,SI2,G,Excellent,62.3,FALSE,5.71x5.75x3.57,Excellent,Australia,Emerald,Excellent,58,1,2925,4800,7.98104975966596,8.47637119689598
7451,0.73,AGSL,VVS1,E,Very good,59.7,FALSE,5.83x5.92x3.51,Very good,DR Congo,Round,Very good,NA,1,5785,9145,8.66302363962778,9.12096256082497
7452,0.73,AGSL,VS2,D,Excellent,NA,FALSE,5.73x5.77x3.54,Excellent,Australia,Round,Excellent,59,1,4765,7825,8.4690528160883,8.96507901540835
7453,0.73,AGSL,SI1,F,Excellent,61.7,FALSE,5.77x5.79x3.56,Excellent,South Africa,Round,Very good,59,1,3420,4470,8.13739583005665,8.40514368760761
7454,0.72,AGSL,SI2,D,Excellent,61.8,FALSE,5.76x5.78x3.56,Excellent,Australia,Round,Excellent,NA,1,3940,6470,8.27893600229198,8.77493138749495
7455,0.72,AGSL,SI2,D,Excellent,61.9,FALSE,5.72x5.76x3.55,Excellent,Botswana,Round,Excellent,57,1,3900,5620,8.26873183211774,8.63408694288774
7456,0.72,AGSL,VS1,D,Excellent,62.1,FALSE,5.74x5.76x3.57,Excellent,Canada,Round,Very good,57,1,5505,7910,8.61341204915678,8.9758830607617
7457,0.72,GemEx,SI2,D,Very good,63.1,FALSE,5.63x5.67x3.56,Very good,Canada,Oval,Excellent,NA,2,3610,5925,8.19146305132693,8.68693596600333
7458,0.72,GemEx,SI2,F,Very good,60.3,FALSE,5.78x5.8x3.49,Excellent,Russia,Round,Very good,58,1,3050,5005,8.02289686960146,8.51819269174932
7459,0.72,AGSL,SI1,E,Excellent,61.4,TRUE,5.76x5.78x3.54,Excellent,Angola,Round,Excellent,NA,1,4305,720,8.36753241686183,6.5792512120101
7460,0.72,AGSL,SI1,D,Excellent,61.7,FALSE,5.75x5.78x3.56,Excellent,Angola,Emerald,Excellent,58,1,4585,7525,8.43054538469057,8.92598608961708
7461,0.72,AGSL,VS2,H,Excellent,61.7,FALSE,5.74x5.78x3.56,Excellent,Angola,Round,Very good,NA,1,3325,5455,8.10922495308995,8.60428789826717
7462,0.72,AGSL,SI1,D,Excellent,61.8,FALSE,5.71x5.75x3.54,Very good,Botswana,Oval,Very good,58,2,4050,5240,8.30647216010058,8.56407677731509
7463,0.72,AGSL,SI2,E,Excellent,61.8,FALSE,5.73x5.76x3.55,Excellent,Russia,Cushion,Very good,58,1,3520,5780,8.16621626859214,8.66215896166642
7464,0.72,AGSL,VVS2,G,Excellent,NA,TRUE,5.7x5.72x3.54,Excellent,DR Congo,Round,Excellent,58,2,4215,375,8.34640487043596,5.92692602597041
7465,0.72,AGSL,SI2,J,Excellent,62,FALSE,5.67x5.71x3.53,Very good,Botswana,Round,Excellent,NA,1,2220,2955,7.70526247486633,7.9912539298402
7466,0.72,AGSL,SI2,D,Very good,62.6,FALSE,5.65x5.69x3.55,Very good,Russia,Round,Excellent,58,2,3525,5485,8.16763571524637,8.60977237270933
7467,0.72,AGSL,SI2,D,Excellent,59,FALSE,5.89x5.91x3.48,Very good,Other/Unknown,Round,Very good,59,2,3860,4630,8.25842246245888,8.44031214708028
7468,0.72,AGSL,SI1,K,Excellent,59.8,FALSE,5.79x5.81x3.47,Excellent,Russia,Emerald,Excellent,59,1,1850,3040,7.52294091807237,8.01961279440027
7469,0.72,AGSL,SI2,F,Excellent,NA,FALSE,5.83x5.86x3.5,Excellent,Russia,Emerald,Excellent,59,2,3460,4550,8.14902386805177,8.422882511945
7470,0.72,AGSL,SI2,G,Excellent,NA,FALSE,5.76x5.78x3.51,Very good,Australia,Round,Very good,59,2,3300,5015,8.10167774745457,8.52018870039604
7471,0.72,AGSL,VS1,L,Excellent,NA,FALSE,5.77x5.79x3.54,Excellent,Angola,Marquise,Excellent,NA,1,2040,3345,7.62070508683826,8.11522197256233
7472,0.72,AGSL,SI2,G,Excellent,61.6,FALSE,5.72x5.74x3.53,Very good,Botswana,Round,Excellent,59,1,2710,4340,7.90470391387375,8.37562962709445
7473,0.72,AGSL,SI1,E,Very good,62,FALSE,5.77x5.82x3.59,Very good,Botswana,Round,Good,59,1,3795,5430,8.24143968982973,8.59969441292798
7474,0.72,AGSL,SI2,F,Excellent,62,FALSE,5.71x5.74x3.55,Very good,Russia,Round,Excellent,59,1,3200,5250,8.07090608878782,8.56598335558567
7475,0.71,AGSL,VS2,K,Excellent,62.1,FALSE,5.71x5.72x3.55,Excellent,DR Congo,Round,Excellent,NA,1,1905,2290,7.5522372875608,7.73630709654828
7476,0.71,AGSL,SI1,G,Excellent,62.5,FALSE,5.68x5.7x3.55,Excellent,Botswana,Round,Excellent,57,1,3355,3240,8.11820704940578,8.08332860878638
7477,0.71,GemEx,SI2,F,Excellent,NA,FALSE,5.66x5.7x3.56,Excellent,DR Congo,Round,Excellent,NA,1,3230,5025,8.0802374162167,8.52218073292728
7478,0.71,AGSL,I1,J,Very good,62.7,FALSE,5.62x5.67x3.54,Very good,Botswana,Princess,Good,57,1,1600,2075,7.37775890822787,7.6377164326648
7479,0.71,GemEx,SI2,F,Excellent,62.8,FALSE,5.67x5.72x3.58,Excellent,Russia,Pear,Excellent,57,2,3415,5605,8.13593277200489,8.63141433550626
7480,0.71,AGSL,VVS2,I,Excellent,NA,FALSE,5.78x5.79x3.49,Excellent,Botswana,Round,Excellent,NA,1,3080,4960,8.03268487596762,8.50916101971897
7481,0.71,NA,I2,H,Very good,60.7,FALSE,5.71x5.74x3.47,Very good,Russia,Round,Excellent,58,1,1230,1615,7.11476944836646,7.38709023565676
7482,0.71,GemEx,VVS2,G,Excellent,61,FALSE,5.74x5.76x3.51,Excellent,Russia,Emerald,Excellent,58,1,3810,4485,8.24538446812075,8.4084937744929
7483,0.71,AGSL,SI1,E,Very good,61.2,FALSE,5.68x5.7x3.48,Very good,South Africa,Round,Very good,58,2,3975,5145,8.28778002708843,8.54578064826815
7484,0.71,AGSL,SI1,D,Very good,63.2,FALSE,5.61x5.69x3.57,Very good,Australia,Round,Good,58,1,3665,5800,8.20658361432075,8.66561319653451
7485,0.71,AGSL,SI2,K,Very good,59.2,FALSE,5.78x5.81x3.43,Very good,Canada,Round,Excellent,59,1,1655,2535,7.41155628781116,7.83794891602528
7486,0.71,AGSL,SI1,D,Excellent,60.3,FALSE,5.79x5.8x3.5,Excellent,Botswana,Round,Excellent,59,3,4140,6050,8.32845106681936,8.70781355102489
7487,0.7,GemEx,VS2,D,Excellent,NA,FALSE,5.67x5.71x3.54,Excellent,Russia,Pear,Excellent,NA,1,4790,7860,8.47428569040496,8.96954188542325
7488,0.7,AGSL,SI2,H,Very good,63.2,FALSE,5.64x5.66x3.57,Very good,Russia,Round,Very good,57,1,2630,4320,7.87473912517181,8.37101068123816
7489,0.7,AGSL,VS2,E,Very good,60.6,FALSE,5.72x5.77x3.48,Good,Australia,Round,Good,58,2,3900,6405,8.26873183211774,8.76483421433083
7490,0.7,AGSL,SI1,G,Excellent,61.8,FALSE,5.65x5.68x3.5,Excellent,Australia,Princess,Very good,58,2,3150,5175,8.05515773181968,8.55159461813357
7491,0.7,AGSL,I1,J,Very good,61.8,FALSE,5.63x5.67x3.49,Very good,Angola,Round,Very good,58,1,1820,2080,7.50659178007084,7.64012317269536
7492,0.7,AGSL,SI1,G,Excellent,62,FALSE,5.67x5.69x3.52,Excellent,Australia,Emerald,Excellent,58,1,3230,5305,8.0802374162167,8.57640505104808
7493,0.7,AGSL,SI1,F,Very good,NA,FALSE,5.72x5.74x3.56,Very good,Botswana,Radiant,Very good,58,1,3670,5810,8.20794694104862,8.66733584984596
7494,0.7,AGSL,VS2,D,Excellent,62.7,FALSE,5.66x5.68x3.56,Excellent,Russia,Oval,Excellent,58,1,4895,5710,8.49596955496461,8.64997430265006
7495,0.7,AGSL,SI1,E,Excellent,59.8,FALSE,5.76x5.76x3.45,Excellent,Botswana,Emerald,Excellent,NA,2,3825,6230,8.24931374626064,8.7371316117815
7496,0.7,AGSL,VS2,J,Excellent,61.5,FALSE,5.67x5.71x3.5,Excellent,South Africa,Round,Excellent,59,1,2205,3415,7.69848278788095,8.13593277200489
7497,0.7,AGSL,SI2,F,Excellent,NA,FALSE,5.76x5.79x3.44,Excellent,Canada,Round,Very good,60,1,3075,5045,8.03106018024062,8.52615293278771
7498,0.7,AGSL,SI1,D,Excellent,61.5,TRUE,5.65x5.67x3.48,Very good,DR Congo,Radiant,Excellent,NA,2,3985,415,8.29029259122431,6.0282785202307
7499,0.7,AGSL,VS1,G,Very good,60.2,FALSE,5.71x5.75x3.45,Very good,Botswana,Round,Good,NA,2,3630,5855,8.1969879272589,8.67505127603182
7500,0.4,AGSL,SI1,G,Excellent,61.8,FALSE,4.71x4.73x2.92,Excellent,Botswana,Emerald,Excellent,58,1,1095,1570,6.9985096422506,7.35883089834235
7501,0.4,AGSL,SI1,E,Excellent,62,FALSE,4.72x4.75x2.93,Excellent,Russia,Round,Excellent,NA,2,1230,2020,7.11476944836646,7.61085279039525
7502,0.4,AGSL,I1,E,Very good,62.2,FALSE,4.68x4.71x2.92,Good,South Africa,Round,Good,58,1,865,1270,6.76272950693188,7.14677217945264
7503,0.4,AGSL,SI2,D,Excellent,60.2,FALSE,4.78x4.8x2.89,Excellent,DR Congo,Round,Excellent,59,1,1210,1755,7.09837563859079,7.47022413589997
7504,0.4,AGSL,SI1,F,Excellent,60.9,FALSE,4.75x4.77x2.9,Very good,Russia,Round,Very good,59,1,1110,1825,7.01211529430638,7.50933526601659
7505,0.4,AGSL,SI1,H,Very good,NA,FALSE,4.76x4.79x2.93,Very good,Canada,Round,Very good,NA,1,950,1560,6.85646198459459,7.35244110024358
7506,0.4,AGSL,SI2,H,Excellent,61.3,FALSE,4.73x4.75x2.91,Excellent,Russia,Round,Excellent,59,1,955,1545,6.86171134048073,7.34277918933185
7507,0.4,GemEx,SI2,D,Very good,61.5,FALSE,4.71x4.82x2.93,Very good,Australia,Round,Good,59,1,1210,1990,7.09837563859079,7.59588991771854
7508,2.01,AGSL,VS2,F,Excellent,62.9,FALSE,8.02x8.09x5.06,Excellent,Australia,Emerald,Excellent,55,2,39100,60155,10.5738777459735,11.0046798434676
7509,2.01,AGSL,SI2,H,Excellent,61.9,FALSE,8.08x8.11x5.01,Excellent,South Africa,Oval ,Excellent,56,4,23085,37160,10.0469383349411,10.5229881929278
7510,2.01,AGSL,SI2,F,Excellent,62.2,FALSE,8.08x8.1x5.03,Excellent,South Africa,Round,Excellent,56,2,27060,40155,10.2058119017248,10.6005022446226
7511,2.01,AGSL,SI1,G,Excellent,62.6,FALSE,8.04x8.09x5.05,Excellent,Canada,Round,Excellent,56,2,30100,46310,10.312280450737,10.7431131994748
7512,2.01,NA,SI2,D,Excellent,63,FALSE,8.06x8.08x5.08,Excellent,Russia,Round,Excellent,56,2,25455,42935,10.1446674663364,10.6674426231066
7513,2.01,AGSL,SI1,E,Very good,60,FALSE,8.16x8.21x4.91,Excellent,Australia,Pear,Excellent,NA,2,34030,52355,10.434997767495,10.8658027227216
7514,2.01,AGSL,SI2,G,Excellent,61,FALSE,8.11x8.16x4.96,Excellent,Russia,Oval,Excellent,57,2,25000,38465,10.1266311038503,10.557504015893
7515,1.81,AGSL,SI2,K,Excellent,62.8,FALSE,7.74x7.78x4.87,Excellent,Australia,Round,Excellent,55,2,10000,15385,9.21034037197618,9.64114828775614
7516,1.81,GemEx,VS2,I,Excellent,63.1,FALSE,7.71x7.77x4.88,Excellent,South Africa,Princess,Excellent,56,2,18680,28120,9.83520871178283,10.2442363459246
7517,1.81,NA,VS1,I,Excellent,62,FALSE,7.76x7.8x4.82,Excellent,Russia,ROUND,Excellent,57,2,16880,23375,9.73388476814995,10.0594223541569
7518,1.81,AGSL,VS2,E,Excellent,62.1,FALSE,7.76x7.79x4.84,Excellent,Russia,Asscher,Excellent,57,4,35645,46475,10.4813641635517,10.7466698125896
7519,1.81,NA,VS1,H,Excellent,61.7,FALSE,7.79x7.84x4.82,Excellent,Botswana,Emerald,Excellent,58,2,21895,28915,9.9940135792355,10.2721157705923
7520,1.81,AGSL,SI1,F,Excellent,62.1,FALSE,7.75x7.79x4.83,Excellent,Canada,Round,Excellent,58,2,23060,35475,10.0458547938231,10.4765835020282
7521,1.81,AGSL,VS1,I,Excellent,60.1,FALSE,7.89x7.92x4.75,Excellent,Botswana,Princess,Excellent,59,3,19370,25905,9.87148075640104,10.1621912792489
7522,1.81,NA,VS1,J,Excellent,61,FALSE,7.88x7.93x4.82,Excellent,Russia,Radiant,Excellent,59,4,17525,21050,9.77138371190279,9.95465583911053
7523,1.81,AGSL,SI1,J,Excellent,61.5,FALSE,7.8x7.84x4.81,Excellent,Canada,Round,Excellent,59,2,14605,22475,9.58911921482184,10.0201588593398
7524,1.81,AGSL,SI1,J,Excellent,61.5,FALSE,7.81x7.84x4.81,Excellent,Botswana,Round,Excellent,59,4,16100,19315,9.68657455097255,9.86863727510038
7525,1.81,AGSL,VS2,E,Excellent,62,FALSE,7.76x7.8x4.82,Excellent,Other/Unknown,Round,Excellent,59,4,35200,43405,10.4688013615862,10.6783299208259
7526,1.8,AGSL,SI1,G,Excellent,61.9,FALSE,7.79x7.8x4.83,Excellent,Australia,Round,Excellent,56,3,22010,33860,9.99925217452051,10.4299896556871
7527,1.8,AGSL,SI1,H,Excellent,62.6,FALSE,7.76x7.79x4.87,Excellent,DR Congo,Round,Excellent,56,2,17915,26815,9.79339362973905,10.196716711417
7528,1.8,AGSL,SI1,J,Excellent,62.7,FALSE,7.73x7.76x4.85,Excellent,Australia,Round,Excellent,56,4,17620,22580,9.77678989949017,10.0248198377037
7529,1.8,AGSL,VS2,I,Excellent,62.8,FALSE,7.73x7.76x4.87,Excellent,Russia,Round,Excellent,56,4,21130,21210,9.9584491106101,9.96222804755873
7530,1.52,NA,SI2,L,Excellent,62.1,TRUE,7.34x7.38x4.57,Excellent,DR Congo,Round,Excellent,56,4,7855,1080,8.96890555068972,6.98471632011827
7531,1.52,AGSL,SI2,F,Excellent,62.2,FALSE,7.34x7.39x4.58,Excellent,Russia,Round,Excellent,NA,2,15205,23395,9.62937960011146,10.0602776033003
7532,1.52,AGSL,SI2,I,Excellent,62.4,FALSE,7.33x7.36x4.58,Excellent,Australia,Radiant,Excellent,NA,3,11560,17785,9.35530614222637,9.78611068438255
7533,1.52,AGSL,SI1,G,Excellent,NA,FALSE,7.31x7.35x4.58,Excellent,Canada,Round,Very good,56,2,17835,27435,9.78891809779299,10.2195748494931
7534,1.52,NA,SI1,G,Excellent,60.6,FALSE,7.45x7.48x4.52,Very good,Russia,Princess,Very good,NA,4,16505,22405,9.71141864428729,10.0170394272202
7535,1.52,AGSL,SI1,K,Excellent,61.8,FALSE,7.35x7.37x4.55,Excellent,Russia,Round,Excellent,57,3,8695,13375,9.07050342678838,9.50114257176421
7536,1.52,AGSL,SI1,G,Excellent,62,FALSE,7.35x7.39x4.57,Excellent,Botswana,Round,Excellent,57,2,17835,25545,9.78891809779299,10.1481968817649
7537,1.52,AGSL,VS2,G,Excellent,62.2,FALSE,7.33x7.39x4.58,Excellent,Zimbabwe,Emerald,Excellent,NA,2,19205,28100,9.86292594078001,10.2435248553218
7538,1.52,AGSL,SI1,G,Excellent,62.3,FALSE,7.32x7.35x4.57,Excellent,DR Congo,Round,Excellent,57,2,17835,26700,9.78891809779299,10.1924188443883
7539,1.52,AGSL,VS1,J,Excellent,NA,FALSE,7.33x7.34x4.57,Excellent,Botswana,Radiant,Excellent,57,3,13090,18810,9.47960385890395,9.84214392229508
7540,1.51,AGSL,VS2,G,Excellent,NA,FALSE,7.32x7.35x4.56,Excellent,Other/Unknown,Round,Excellent,NA,4,23935,29355,10.0830971018266,10.2872181684983
7541,1.51,AGSL,SI1,G,Excellent,62.1,FALSE,7.34x7.36x4.56,Excellent,Botswana,Round,Excellent,56,4,20100,25430,9.90847509404717,10.1436848584162
7542,1.51,AGSL,SI1,J,Excellent,62.2,FALSE,7.32x7.36x4.57,Excellent,Botswana,Round,Excellent,56,3,11055,16965,9.31063809329155,9.73890767721833
7543,1.51,AGSL,VS2,G,Excellent,62.5,FALSE,7.3x7.34x4.57,Excellent,Botswana,Princess,Very good,56,2,19505,28470,9.87842612194076,10.2566061802721
