id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers
10184,0.81,GemEx,VS2,E,Very good,60.3,NA,6.02x6.05x3.64,Very good,DR Congo,Round,Good,NA,1,NA
10185,0.81,AGSL,SI1,E,Excellent,59.7,NA,6.06x6.08x3.62,Excellent,Botswana,Round,Excellent,NA,2,NA
10186,0.81,AGSL,SI1,F,Good,58,NA,6.11x6.12x3.55,Very good,Russia,Round,Good,NA,1,NA
10187,0.81,AGSL,SI1,F,Very good,62.2,NA,5.91x5.99x3.7,Excellent,Australia,Round,Very good,61,2,NA
10188,0.9,AGSL,SI2,D,Excellent,61.4,NA,6.19x6.22x3.81,Excellent,Russia,Round,Excellent,58,3,NA
10189,0.4,GemEx,SI1,E,Excellent,61.3,FALSE,4.77x4.79x2.93,Very good,Russia,Emerald,Very good,NA,1,NA
10190,0.4,AGSL,SI1,E,Excellent,61.5,NA,4.72x4.75x2.91,Excellent,Botswana,Round,Very good,57,1,NA
10191,0.4,AGSL,VS1,D,Excellent,NA,FALSE,4.69x4.75x2.93,Excellent,DR Congo,Round,Very good,57,1,NA
10192,1.33,AGSL,VS2,E,Excellent,62.6,NA,6.98x7.02x4.38,Excellent,Russia,Round,Excellent,NA,2,NA
10193,0.9,GemEx,SI1,J,Excellent,59.8,NA,6.26x6.23x3.73,Excellent,Russia,Round,Very good,NA,1,NA
10194,0.7,AGSL,SI1,H,Good,62.4,NA,5.53x5.62x3.48,Good,Russia,Round,Good,NA,1,NA
10195,1.02,AGSL,VVS1,D,Excellent,62.3,NA,6.45x6.48x4.03,Excellent,Russia,Round,Excellent,NA,3,NA
10196,1.02,AGSL,SI1,E,Very good,NA,NA,6.63x6.63x3.92,Very good,Russia,Round,Very good,56,3,NA
10197,1.02,AGSL,VS2,D,Excellent,NA,NA,6.44x6.47x4.02,Excellent,Canada,Radiant,Excellent,NA,4,NA
10198,1.02,AGSL,VS2,E,Excellent,62.5,NA,6.42x6.49x4.03,Excellent,Canada,Asscher,Excellent,NA,4,NA
10199,1.41,AGSL,SI2,H,Excellent,62.1,NA,7.19x7.15x4.45,Excellent,South Africa,Emerald,Excellent,NA,4,NA
10200,1.03,AGSL,SI2,H,Excellent,61.5,NA,6.48x6.51x4,Very good,Australia,Round,Very good,56,1,NA
10201,0.55,AGSL,VVS2,G,Good,NA,NA,5.21x5.31x3.26,Very good,Russia,Pear,Good,NA,1,NA
10202,2.19,AGSL,SI2,H,Excellent,62.6,NA,8.25x8.31x5.18,Excellent,Russia,Round,Excellent,57,2,NA
10203,1.01,GemEx,SI2,E,Excellent,61.6,NA,6.4x6.42x3.95,Very good,Other/Unknown,Marquise,Very good,58,4,NA
10204,1.01,AGSL,VS1,G,Excellent,NA,NA,6.39x6.46x3.97,Very good,Zimbabwe,Princess,Very good,NA,3,NA
10205,1.01,AGSL,SI2,F,Excellent,61.9,NA,6.37x6.4x3.95,Very good,Canada,Round,Excellent,58,2,NA
10206,1.01,AGSL,SI2,G,Excellent,62.1,NA,6.41x6.42x3.99,Excellent,Russia,Radiant,Excellent,58,3,NA
10207,1.01,AGSL,I1,H,Good,57.1,NA,6.51x6.55x3.73,Good,Russia,Round,Good,64,3,NA
10208,1.01,AGSL,VS1,I,Good,61.8,NA,6.31x6.5x3.96,Very good,Russia,Radiant,Fair,64,2,NA
10209,1.07,NA,SI1,J,Excellent,61.1,NA,6.63x6.59x4.04,Excellent,Russia,Round,Excellent,NA,2,NA
10210,1.07,AGSL,VS1,D,Excellent,60.6,NA,6.63x6.59x4.01,Excellent,DR Congo,Marquise,Excellent,61,4,NA
10211,1.05,AGSL,VS2,J,Excellent,60.3,NA,6.6x6.59x3.98,Excellent,Russia,Round,Excellent,NA,1,NA
10212,1.26,AGSL,SI2,Ffancy darkbrown, ,62.1,NA,6.79x6.98x4.28,Very good,Botswana,Round,Good,59,2,NA
10213,0.77,AGSL,I1,E,Good,58.7,NA,6x6.05x3.54,Very good,Zimbabwe,Princess,Good,63,2,NA
10214,0.7,AGSL,VS2,L,Excellent,61.9,NA,5.69x5.72x3.53,Excellent,Canada,Round,Excellent,55,1,NA
10215,0.54,NA,SI1,D,Excellent,61.8,NA,5.21x5.19x3.21,Excellent,Canada,Round,Excellent,60,1,NA
10216,0.82,AGSL,SI1,G,Very good,62,NA,5.96x6x3.7,Good,South Africa,Princess,Very good,58,1,NA
10217,2.04,AGSL,SI2,F,Excellent,62.1,NA,8.12x8.15x5.05,Excellent,Russia,Marquise,Very good,57,2,NA
10218,2.04,AGSL,VVS2,F,Excellent,60.1,NA,8.23x8.29x4.97,Excellent,Russia,Emerald,Excellent,60,2,NA
10219,0.72,AGSL,SI1,E,Excellent,61.2,NA,5.79x5.75x3.53,Excellent,Canada,Princess,Excellent,61,2,NA
10220,2.01,AGSL,SI2,J,Excellent,NA,NA,8.1x8.05x5.01,Excellent,DR Congo,Round,Excellent,57,3,NA
10221,2.01,AGSL,SI1,J,Excellent,NA,NA,8.05x8x5.02,Excellent,Russia,Round,Excellent,57,3,NA
10222,1.03,GemEx,SI2,H,Very good,62.6,FALSE,6.44x6.4x4.02,Very good,Botswana,Round,Very good,59,1,NA
10223,1.2,AGSL,SI1,G,Excellent,62.5,NA,6.77x6.74x4.22,Excellent,Botswana,Round,Excellent,NA,2,NA
10224,2.01,AGSL,SI2,H,Excellent,60.9,NA,8.2x8.14x60.9,Excellent,Russia,Round,Excellent,59,2,NA
10225,0.71,AGSL,SI1,E,Very good,63.8,NA,5.58x5.6x3.57,Very good,Botswana,Emerald,Excellent,NA,1,NA
10226,1,AGSL,SI2,D,Very good,62.5,NA,6.34x6.38x3.97,Excellent,South Africa,Pear,Very good,57,2,NA
10227,1,AGSL,SI2,D,Excellent,61.6,NA,6.39x6.43x3.95,Excellent,Russia,Round,Excellent,58,4,NA
10228,1,AGSL,VVS2,H,Good,58.4,NA,6.57x6.6x3.85,Very good,Botswana,Round,Good,59,4,NA
10229,1,AGSL,SI2,F,Excellent,60,FALSE,6.47x6.49x3.89,Excellent,Botswana,Pear,Excellent,60,1,NA
10230,1.11,AGSL,VS1,F,Excellent,62.2,NA,6.65x6.67x4.14,Excellent,Canada,Emerald,Excellent,55,3,NA
10231,1.11,AGSL,SI1,H,Excellent,60.3,NA,6.71x6.74x4.05,Excellent,Russia,Round,Excellent,58,2,NA
10232,1.11,AGSL,SI2,J,Excellent,61.7,NA,6.64x6.67x4.11,Excellent,Australia,Round,Excellent,58,2,NA
10233,1.11,AGSL,SI2,D,Excellent,NA,NA,6.61x6.62x4.13,Excellent,Russia,Round,Excellent,58,2,NA
10234,1.6,GemEx,VVS2,H,Excellent,62.4,NA,7.43x7.48x4.65,Excellent,Russia,Round,Excellent,57,4,NA
10235,1.6,NA,VS2,H,Excellent,62.1,NA,7.44x7.51x4.64,Excellent,Russia,Princess,Excellent,59,2,NA
10236,1.53,AGSL,VS2,L,Very good,NA,NA,7.62x7.63x4.48,Very good,Zimbabwe,Round,Very good,55,2,NA
10237,1.53,AGSL,SI1,F,Excellent,61.6,NA,7.4x7.43x4.57,Excellent,Botswana,Round,Excellent,NA,4,NA
10238,1.05,AGSL,VS1,L,Very good,60.5,NA,6.58x6.64x4,Good,Russia,Round,Very good,NA,2,NA
10239,1.05,GemEx,I1,K,Excellent,NA,NA,6.51x6.53x4,Very good,Botswana,Round,Excellent,57,2,NA
10240,1.03,AGSL,SI2,D,Excellent,62.6,FALSE,6.46x6.49x4.05,Excellent,DR Congo,Princess,Excellent,55,2,NA
10241,1.03,AGSL,VS2,D,Excellent,NA,NA,6.51x6.53x4.01,Excellent,Australia,Round,Excellent,NA,2,NA
10242,1.03,AGSL,SI2,E,Excellent,62.4,NA,6.43x6.48x4.03,Excellent,Botswana,Round,Excellent,57,4,NA
10243,0.7,AGSL,VS1,G,Excellent,62.3,NA,5.66x5.72x3.55,Excellent,Russia,Oval ,Excellent,55,2,NA
10244,0.7,AGSL,VS2,D,Excellent,60.6,NA,5.76x5.78x3.5,Excellent,Botswana,Round,Very good,NA,3,NA
10245,0.7,AGSL,SI1,D,Excellent,NA,NA,5.67x5.74x3.53,Excellent,Australia,Round,Very good,56,1,NA
10246,0.7,AGSL,I1,E,Excellent,62.2,NA,5.67x5.71x3.54,Excellent,Russia,Round,Excellent,NA,1,NA
10247,0.7,AGSL,SI1,G,Excellent,62.3,FALSE,5.65x5.69x3.54,Excellent,Angola,Round,Excellent,56,1,NA
10248,1.3,AGSL,VS2,H,Excellent,61.5,NA,6.99x7.01x4.3,Excellent,Russia,Round,Excellent,NA,2,NA
10249,3.47,AGSL,SI2,H,Excellent,62.5,NA,9.62x9.65x6.03,Excellent,Canada,Round,Excellent,NA,2,NA
10250,1.3,AGSL,SI1,J,Excellent,62.1,NA,6.99x7.01x4.35,Excellent,DR Congo,Emerald,Excellent,55,3,NA
10251,1.3,AGSL,SI2,G,Excellent,62.5,NA,6.95x7x4.36,Excellent,Russia,Round,Excellent,55,4,NA
10252,3.47,AGSL,VS2,J,Excellent,NA,NA,9.64x9.69x6.01,Excellent,Russia,Marquise,Excellent,57,2,NA
10253,1.3,AGSL,VS1,E,Excellent,62.1,NA,6.96x7x4.33,Excellent,Russia,Round,Excellent,56,3,NA
10254,1.28,AGSL,SI2,H,Excellent,NA,NA,6.94x6.96x4.3,Excellent,Botswana,Asscher,Excellent,57,4,NA
10255,1.28,AGSL,SI2,K,Excellent,62.4,NA,6.91x6.93x4.32,Excellent,Australia,Round,Excellent,NA,3,NA
10256,1.08,NA,SI1,I,Excellent,62.1,NA,6.55x6.57x4.08,Excellent,Australia,Oval ,Excellent,56,2,NA
10257,1.08,NA,SI2,H,Excellent,NA,NA,6.58x6.61x4.07,Excellent,DR Congo,Round,Excellent,57,2,NA
10258,1.28,AGSL,SI2,E,Excellent,61,NA,6.96x7.01x4.26,Excellent,Australia,Radiant,Excellent,60,3,NA
10259,1.25,AGSL,VVS2,H,Excellent,62.6,NA,6.87x6.89x4.32,Excellent,Russia,Marquise,Excellent,54,2,NA
10260,1.25,AGSL,IF,I,Excellent,62.6,NA,6.85x6.92x4.31,Excellent,DR Congo,Round,Excellent,56,3,NA
10261,1.25,AGSL,SI1,I,Excellent,NA,NA,6.86x6.9x4.31,Excellent,Australia,Oval,Excellent,NA,2,NA
10262,1.25,AGSL,I3,H, ,NA,NA,6.79x6.87x4.29,Very good,Botswana,Round,Good,57,2,NA
10263,1.25,AGSL,VS1,I,Excellent,NA,NA,6.82x6.88x4.33,Excellent,Other/Unknown,Round,Excellent,NA,3,NA
10264,1.08,AGSL,SI2,I,Excellent,61.7,NA,6.58x6.6x4.06,Excellent,Canada,Radiant,Excellent,59,4,NA
10265,1.1,AGSL,SI2,L,Excellent,62,NA,6.63x6.66x4.12,Excellent,Canada,Round,Excellent,57,1,NA
10266,1.1,AGSL,SI2,E,Excellent,61.7,NA,6.63x6.65x4.1,Excellent,Russia,Round,Excellent,NA,2,NA
10267,0.5,AGSL,I1,F,Excellent,61.5,NA,5.11x5.15x3.15,Excellent,South Africa,Pear,Excellent,57,1,NA
10268,2.51,GemEx,SI2,D,Excellent,62.4,NA,8.69x8.72x5.43,Excellent,Russia,Round,Excellent,54,2,NA
10269,2.51,AGSL,VS1,J,Excellent,62.4,NA,8.63x8.69x5.4,Excellent,Angola,Round,Excellent,NA,2,NA
10270,2.51,AGSL,VS1,D,Excellent,62.8,NA,8.6x8.67x5.42,Excellent,Russia,Round,Excellent,57,2,NA
10271,0.5,AGSL,I1,I,Excellent,60.9,NA,5.12x5.14x3.12,Excellent,Botswana,Asscher,Excellent,59,1,NA
10272,1.09,AGSL,SI2,F,Excellent,62.5,NA,6.54x6.56x4.09,Excellent,Other/Unknown,Round,Excellent,56,2,NA
10273,1.09,AGSL,SI2,K,Excellent,62.6,NA,6.54x6.58x4.11,Excellent,DR Congo,Round,Excellent,NA,1,NA
10274,1.09,GemEx,I1,G,Very good,63.1,NA,6.53x6.57x4.13,Excellent,Botswana,Round,Good,NA,2,NA
10275,1.12,AGSL,SI2,G,Excellent,62.7,NA,6.6x6.65x4.15,Excellent,Botswana,Round,Excellent,NA,2,NA
10276,1.12,AGSL,SI2,H,Excellent,62,NA,6.62x6.66x4.12,Excellent,Russia,Pear,Excellent,57,2,NA
10277,1.12,AGSL,SI2,E,Excellent,NA,NA,6.71x6.73x4.08,Excellent,Botswana,Oval,Excellent,59,2,NA
10278,2.5,AGSL,VS2,F,Excellent,NA,NA,8.66x8.7x5.37,Excellent,Russia,Pear,Excellent,55,2,NA
10279,1.12,AGSL,VS1,H,Excellent,60,NA,6.73x6.78x4.05,Excellent,Botswana,Princess,Excellent,60,2,NA
10280,1.09,AGSL,SI2,G,Excellent,62.2,NA,6.56x6.59x4.09,Excellent,Botswana,Round,Excellent,NA,4,NA
10281,2.5,GemEx,VS1,H,Excellent,62.5,NA,8.63x8.67x5.4,Excellent,Canada,Princess,Excellent,56,2,NA
10282,0.62,AGSL,VS2,H,Very good,63.6,NA,5.32x5.37x3.4,Very good,Russia,Pear,Very good,NA,1,NA
10283,3.01,NA,SI1,G,Excellent,62.1,NA,9.19x9.21x5.72,Excellent,Australia,Round,Excellent,60,2,NA
10284,3.05,AGSL,SI1,E,Excellent,NA,NA,9.28x9.36x5.78,Excellent,Zimbabwe,Round,Excellent,NA,2,NA
10285,3.05,AGSL,SI1,E,Excellent,60,FALSE,9.39x9.41x5.64,Excellent,Other/Unknown,Emerald,Excellent,59,2,NA
10286,1.13,GemEx,I1,G,Excellent,NA,NA,6.79x6.83x4.07,Excellent,Russia,Emerald,Very good,57,2,NA
10287,1.13,AGSL,VS2,D,Excellent,59.8,NA,6.81x6.84x4.09,Excellent,Zimbabwe,Emerald,Excellent,59,2,NA
10288,1.73,NA,VVS2,I,Excellent,62.5,NA,7.67x7.72x4.81,Excellent,Australia,Round,Excellent,54,2,NA
10289,1.73,AGSL,SI1,H,Excellent,61.8,NA,7.7x7.72x4.76,Excellent,Botswana,Pear,Excellent,56,2,NA
10290,1.73,NA,VS1,F,Excellent,62.3,NA,7.63x7.69x4.77,Excellent,DR Congo,Radiant,Excellent,57,2,NA
10291,1.73,AGSL,VS2,G,Excellent,62.2,TRUE,7.67x7.71x4.78,Excellent,DR Congo,Round,Excellent,58,4,NA
10292,1.76,AGSL,SI2,F,Excellent,NA,NA,7.68x7.71x4.78,Excellent,Australia,Emerald,Excellent,NA,2,NA
10293,1.73,AGSL,VS2,H,Excellent,60.4,NA,7.75x7.78x4.69,Excellent,Russia,Round,Excellent,NA,3,NA
10294,0.6,AGSL,VS2,F,Very good,62.4,NA,5.38x5.4x3.36,Very good,Russia,ROUND,Good,56,1,NA
10295,0.6,AGSL,VS1,I,Excellent,62.8,NA,5.36x5.4x3.38,Excellent,Angola,Round,Excellent,56,1,NA
10296,0.6,AGSL,SI1,K,Excellent,61.2,FALSE,5.44x5.46x3.33,Excellent,Russia,Round,Excellent,NA,1,NA
10297,0.6,AGSL,VS1,H,Excellent,NA,NA,5.38x5.42x3.35,Excellent,South Africa,Round,Excellent,NA,2,NA
10298,0.62,AGSL,SI1,E,Excellent,61.4,FALSE,5.48x5.52x3.38,Excellent,DR Congo,Round,Very good,57,1,NA
10299,0.62,AGSL,VS1,L,Very good,60.2,NA,5.46x5.63x3.34,Good,Botswana,Cushion,Good,NA,1,NA
10300,0.62,GemEx,VS2,F,Excellent,60.7,NA,5.49x5.51x3.34,Very good,Russia,Round,Excellent,59,1,NA
10301,3.03,NA,IF,H,Excellent,NA,NA,9.2x9.31x5.77,Excellent,Canada,Round,Excellent,NA,2,NA
10302,2.03,AGSL,I1,E,Very good,61.5,NA,8.16x8.21x5.04,Excellent,Angola,Round,Very good,57,2,NA
10303,2.03,AGSL,VS1,E,Excellent,61.1,NA,8.15x8.21x5,Excellent,Canada,Round,Excellent,NA,2,NA
10304,0.6,AGSL,SI2,D,Very good,61.9,FALSE,5.37x5.34x3.32,Excellent,Botswana,Emerald,Excellent,58,1,NA
10305,0.6,AGSL,SI2,E,Excellent,NA,NA,5.42x5.4x3.36,Excellent,Canada,Round,Excellent,58,1,NA
10306,0.6,AGSL,SI2,F,Very good,62.6,NA,5.39x5.34x3.36,Excellent,Russia,Round,Excellent,58,1,NA
10307,1.7,AGSL,VS1,I,Excellent,62.6,NA,7.61x7.65x4.77,Excellent,Canada,Round,Excellent,56,2,NA
10308,1.7,AGSL,VS2,D,Excellent,61.7,NA,7.62x7.67x4.72,Excellent,Russia,Round,Excellent,57,2,NA
10309,2.5,AGSL,SI1,I,Excellent,62,NA,8.66x8.73x5.39,Excellent,Russia,Round,Excellent,59,4,NA
10310,1.71,AGSL,VS2,H,Excellent,62.6,NA,7.59x7.61x4.76,Excellent,Russia,Radiant,Very good,NA,4,NA
10311,2.02,AGSL,SI2,H,Very good,61.7,NA,8.01x8.04x4.96,Excellent,Russia,Round,Very good,57,2,NA
10312,2.02,AGSL,SI2,J,Excellent,62.2,NA,8.07x8.09x5.03,Excellent,Angola,Round,Excellent,57,2,NA
10313,1.26,AGSL,SI1,F,Excellent,61.8,NA,6.93x6.96x4.29,Excellent,Russia,Marquise,Excellent,58,2,NA
10314,0.7,AGSL,SI1,D,Very good,63.8,NA,5.56x5.6x3.56,Very good,Russia,Emerald,Very good,58,1,NA
10315,1.56,GemEx,VS1,I,Excellent,62.1,NA,7.41x7.46x4.62,Excellent,DR Congo,Oval ,Excellent,56,4,NA
10316,1.56,AGSL,SI2,E,Excellent,62.3,NA,7.37x7.69x4.6,Excellent,Russia,Marquise,Excellent,57,4,NA
10317,1.54,AGSL,SI1,G,Excellent,61.2,NA,7.43x7.49x4.57,Excellent,DR Congo,Round,Excellent,56,2,NA
10318,1.54,AGSL,SI1,H,Excellent,62.5,NA,7.35x7.38x4.6,Excellent,Canada,Oval,Excellent,57,3,NA
10319,1.3,AGSL,VS1,J,Excellent,59.9,NA,7.09x7.1x4.25,Excellent,Russia,Princess,Excellent,NA,3,NA
10320,3.5,AGSL,VVS2,I,Very good,63.3,NA,9.59x9.65x6.09,Excellent,Russia,Round,Very good,58,2,NA
10321,0.7,AGSL,SI1,D,Very good,62.6,NA,5.63x5.58x3.51,Excellent,Angola,Marquise,Excellent,57,1,NA
10322,1.58,AGSL,SI2,I,Excellent,60.7,NA,7.5x7.53x4.56,Excellent,DR Congo,Emerald,Excellent,58,2,NA
10323,0.76,NA,SI1,D,Excellent,62.2,NA,5.81x5.83x3.62,Excellent,Canada,Radiant,Excellent,59,1,NA
10324,2.02,AGSL,VS1,I,Excellent,61.6,FALSE,8.17x8.1x5.01,Excellent,Russia,Round,Excellent,58,2,NA
10325,1,AGSL,VS1,F,Very good,64.2,FALSE,6.33x6.26x4.04,Excellent,Russia,Princess,Very good,57,2,NA
10326,1.21,AGSL,SI2,J,Excellent,62.4,NA,6.82x6.81x4.25,Excellent,DR Congo,Marquise,Excellent,57,1,NA
10327,1.21,AGSL,VS2,G,Excellent,61.5,NA,6.87x6.82x4.21,Excellent,Other/Unknown,Round,Excellent,59,2,NA
10328,1,AGSL,VS1,E,Excellent,59,NA,6.54x6.5x3.84,Excellent,Russia,Round,Very good,61,2,NA
10329,1,AGSL,SI2,J,Very good,60.4,FALSE,6.46x6.39x3.89,Excellent,Botswana,Round,Very good,61,3,NA
10330,1,AGSL,SI2,G,Good,NA,NA,6.55x6.58x3.77,Excellent,Russia,Princess,Very good,NA,1,NA
10331,1.5,AGSL,SI1,H,Excellent,62.7,NA,7.34x7.29x4.58,Excellent,Australia,Round,Excellent,57,2,NA
10332,1.51,AGSL,VS2,G,Excellent,62.3,NA,7.33x7.3x4.56,Excellent,Australia,Radiant,Excellent,56,4,NA
10333,1.72,AGSL,SI2,J,Excellent,61.1,NA,7.67x7.7x4.7,Excellent,Australia,Round,Excellent,61,3,NA
10334,1.35,AGSL,VS1,J,Excellent,62.4,NA,7.07x7.02x4.4,Excellent,Angola,Round,Excellent,58,2,NA
10335,0.55,AGSL,VS2,I,Excellent,NA,NA,5.23x5.26x3.25,Very good,Russia,Round,Excellent,59,1,NA
10336,4.02,NA,VS1,H,Excellent,60.3,NA,10.3x10.33x6.22,Excellent,South Africa,Round,Excellent,57,2,NA
10337,1.31,NA,VS1,I,Excellent,62.2,NA,7x7.03x4.36,Excellent,Russia,Round,Excellent,56,4,NA
10338,1.31,AGSL,SI1,J,Excellent,62.4,NA,6.97x7.01x4.36,Excellent,Botswana,Round,Excellent,56,2,NA
10339,1.31,AGSL,VS1,I,Excellent,60.3,FALSE,7.1x7.11x4.29,Excellent,Russia,Round,Excellent,57,4,NA
10340,1.05,GemEx,VVS2,K,Excellent,61.5,NA,6.55x6.53x4.03,Excellent,Russia,Princess,Excellent,NA,1,NA
10341,0.8,AGSL,SI2,F,Excellent,62,NA,5.93x5.97x3.69,Excellent,Russia,Oval,Excellent,56,1,NA
10342,0.73,AGSL,VS2,G,Excellent,61.9,NA,5.76x5.78x3.57,Excellent,Australia,Round,Excellent,NA,1,NA
10343,1.2,GemEx,SI1,J,Excellent,60,FALSE,6.85x6.89x4.12,Excellent,Russia,Round,Excellent,61,3,NA
10344,1.2,AGSL,SI2,H,Excellent,NA,NA,6.82x6.84x4.18,Excellent,DR Congo,Round,Excellent,NA,2,NA
10345,1.62,AGSL,VS2,J,Excellent,62.4,NA,7.45x7.5x4.67,Excellent,Russia,Round,Excellent,57,2,NA
10346,0.51,GemEx,VS1,E,Excellent,61.2,NA,5.14x5.16x3.15,Excellent,Botswana,Uncut,Excellent,NA,1,NA
10347,0.41,AGSL,VVS1,F,Very good,61.2,NA,4.79x4.82x2.94,Excellent,Russia,Round,Very good,NA,1,NA
10348,0.72,GemEx,SI1,D,Excellent,61.2,NA,5.77x5.79x3.54,Excellent,Russia,Emerald,Very good,57,2,NA
10349,1.02,AGSL,VS2,H,Excellent,59.8,NA,6.56x6.53x3.92,Excellent,Botswana,Radiant,Very good,NA,2,NA
10350,0.71,AGSL,SI2,G,Excellent,62.3,NA,5.75x5.79x3.59,Excellent,Russia,Emerald,Excellent,54,1,NA
10351,0.51,AGSL,VS2,D,Excellent,NA,TRUE,5.14x5.16x3.22,Excellent,DR Congo,Round,Excellent,NA,1,NA
10352,1.37,AGSL,SI2,G,Very good,59,NA,7.22x7.25x4.27,Excellent,Other/Unknown,Round,Very good,62,2,NA
10353,2.08,AGSL,SI2,I,Excellent,62.6,TRUE,8.16x8.11x5.1,Excellent,Angola,Round,Excellent,57,2,NA
10354,10.04,AGSL,SI2,K,Excellent,NA,NA,13.72x13.83x8.58,Excellent,Angola,Radiant,Very good,58,2,NA
10355,1.02,AGSL,VS2,D,Excellent,NA,NA,6.44x6.47x4.01,Excellent,Botswana,Round,Excellent,57,2,NA
10356,1.36,GemEx,VS1,H,Excellent,NA,FALSE,7.08x7.11x4.44,Excellent,Canada,Round,Excellent,54,3,NA
10357,1.35,AGSL,SI2,J,Excellent,61.3,NA,7.13x7.16x4.38,Excellent,South Africa,Radiant,Excellent,NA,2,NA
10358,6.05,AGSL,VS1,J,Very good,62.7,NA,11.52x11.63x7.25,Excellent,Angola,Round,Very good,58,2,NA
10359,1.34,AGSL,SI1,G,Excellent,NA,NA,7.04x7.07x4.4,Excellent,South Africa,Round,Excellent,NA,3,NA
10360,1.34,AGSL,VS2,H,Excellent,62.6,NA,7x7.05x4.4,Excellent,Other/Unknown,Uncut,Excellent,56,3,NA
10361,3.89,AGSL,SI2,J,Very good,63,NA,9.88x9.95x6.25,Very good,Russia,Oval,Very good,58,2,NA
10362,2.06,GemEx,SI2,H,Excellent,62.6,NA,8.11x8.16x5.09,Excellent,Russia,Round,Excellent,NA,2,NA
10363,2.06,AGSL,SI2,E,Excellent,NA,NA,8.15x8.17x5.02,Excellent,Russia,Princess,Excellent,58,2,NA
10364,1.33,AGSL,VS1,J,Excellent,62.4,NA,7.07x7.02x4.39,Excellent,DR Congo,Oval,Excellent,NA,4,NA
10365,5.04,AGSL,VVS2,E,Very good,58.7,NA,11.34x11.4x6.68,Excellent,Russia,Round,Very good,NA,2,NA
10366,1.02,AGSL,SI2,E,Very good,60.7,NA,6.52x6.47x3.94,Very good,Other/Unknown,Round,Very good,NA,1,NA
10367,1.02,AGSL,VS2,E,Excellent,NA,NA,6.42x6.38x4,Excellent,DR Congo,Round,Excellent,NA,4,NA
10368,1.02,AGSL,SI1,G,Excellent,62.7,TRUE,6.43x6.39x4.02,Excellent,DR Congo,Round,Excellent,57,3,NA
10369,1.02,AGSL,SI1,F,Very good,63.1,NA,6.31x6.36x4,Excellent,Russia,Round,Very good,57,2,NA
10370,1.02,AGSL,VS1,J,Excellent,61.9,NA,6.46x6.48x4.01,Excellent,DR Congo,Round,Excellent,55,3,NA
10371,1.32,AGSL,SI2,E,Excellent,NA,NA,6.89x6.98x4.38,Very good,DR Congo,Round,Very good,NA,3,NA
10372,1.02,NA,SI1,D,Very good,61.8,NA,6.46x6.52x4.01,Very good,Russia,Round,Very good,55,2,NA
10373,4.1,AGSL,VS1,I,Excellent,61.7,NA,10.26x10.19x6.31,Very good,Botswana,Princess,Very good,58,2,NA
10374,2.04,AGSL,VS1,L,Excellent,62.5,FALSE,8.1x8.14x5.07,Good,DR Congo,Round,Excellent,NA,4,NA
10375,1.64,AGSL,SI1,I,Excellent,61.5,NA,7.55x7.6x4.66,Excellent,DR Congo,Uncut,Excellent,59,4,NA
10376,4.01,GemEx,VS2,J,Excellent,62.8,NA,10.05x10.12x6.33,Excellent,Australia,Round,Excellent,57,2,NA
10377,1.62,GemEx,SI1,D,Excellent,62.1,NA,7.48x7.5x4.65,Very good,Russia,Pear,Excellent,NA,3,NA
10378,4.04,AGSL,SI2,J,Very good,63,TRUE,10.21x10.15x6.42,Very good,Angola,Radiant,Good,56,2,NA
10379,3.6,AGSL,SI2,I,Excellent,61.4,NA,9.85x9.82x6.04,Excellent,Russia,Round,Excellent,59,2,NA
10380,3.58,GemEx,SI1,K,Excellent,NA,NA,9.88x9.96x5.94,Excellent,DR Congo,Round,Excellent,60,2,NA
10381,3.61,AGSL,VS2,L,Good,58.5,TRUE,10.07x10.17x5.92,Good,DR Congo,Princess,Very good,59,2,NA
10382,3.52,AGSL,SI2,J,Very good,59.2,NA,9.84x9.88x5.84,Very good,Russia,Oval,Excellent,NA,2,NA
10383,3.53,NA,VS1,K,Excellent,61.6,NA,9.76x9.8x6.03,Very good,Canada,Marquise,Very good,NA,2,NA
10384,0.4,AGSL,SI2,F,Excellent,60.9,NA,4.76x4.79x2.9,Excellent,Botswana,Princess,Excellent,57,1,NA
10385,0.4,AGSL,SI2,E,Excellent,NA,FALSE,4.7x4.72x2.94,Excellent,Russia,Round,Excellent,NA,1,NA
10386,0.4,AGSL,SI2,F,Excellent,62.4,NA,4.7x4.73x2.94,Excellent,Canada,Pear,Excellent,57,1,NA
10387,0.4,AGSL,SI2,F,Excellent,62.4,FALSE,4.72x4.74x2.95,Excellent,Botswana,Round,Excellent,57,1,NA
10388,0.4,AGSL,SI2,F,Very good,62.8,NA,4.69x4.71x2.95,Excellent,Russia,Round,Very good,57,1,NA
10389,4.01,AGSL,SI2,I,Excellent,60.6,NA,10.23x10.29x6.22,Excellent,South Africa,Round,Excellent,57,2,NA
10390,0.6,AGSL,I1,E,Very good,62.5,NA,5.33x5.35x3.34,Excellent,Botswana,Round,Excellent,NA,1,NA
10391,0.6,AGSL,SI2,E,Very good,59.2,NA,5.5x5.51x3.26,Very good,Russia,Asscher,Very good,NA,1,NA
10392,0.6,AGSL,SI1,D,Very good,57.8,FALSE,5.57x5.59x3.23,Very good,Zimbabwe,Oval,Very good,63,1,NA
